datetime,from_institution,to_institution,amount,transaction_type
2022-08-27 18:26:00,INST0315,INST0181,14.15,settlement
2022-08-27 16:23:00,INST0096,INST0341,33.4,payment
2022-08-27 17:32:00,INST0035,INST0489,1.38,derivative
2022-08-27 00:24:00,INST0403,INST0260,0.52,derivative
2022-08-27 20:24:00,INST0448,INST0241,119.79,payment
2022-08-27 11:50:00,INST0192,INST0130,50.17,payment
2022-08-27 23:42:00,INST0035,INST0177,10.63,settlement
2022-08-27 23:48:00,INST0322,INST0054,38.43,derivative
2022-08-27 11:34:00,INST0171,INST0069,5.22,payment
2022-08-27 21:29:00,INST0174,INST0417,33.92,settlement
2022-08-27 04:04:00,INST0357,INST0246,1.96,settlement
2022-08-27 01:18:00,INST0367,INST0398,9.56,repo
2022-08-27 01:20:00,INST0104,INST0023,6.43,settlement
2022-08-27 12:52:00,INST0478,INST0159,15.57,derivative
2022-08-27 01:48:00,INST0279,INST0243,1.6,collateral
2022-08-27 11:55:00,INST0332,INST0098,2.65,collateral
2022-08-27 08:07:00,INST0400,INST0025,13.41,collateral
2022-08-27 12:47:00,INST0410,INST0189,22.45,repo
2022-08-27 10:11:00,INST0226,INST0459,12.08,repo
2022-08-27 11:59:00,INST0255,INST0355,2.89,repo
2022-08-27 02:46:00,INST0409,INST0266,3.07,collateral
2022-08-27 19:52:00,INST0218,INST0041,39.45,repo
2022-08-27 10:06:00,INST0093,INST0280,10.98,collateral
2022-08-27 09:28:00,INST0041,INST0168,3.03,collateral
2022-08-27 05:44:00,INST0309,INST0368,10.13,repo
2022-08-27 01:46:00,INST0228,INST0180,2.94,repo
2022-08-27 19:27:00,INST0446,INST0467,8.8,collateral
2022-08-27 02:42:00,INST0141,INST0328,6.12,payment
2022-08-27 16:51:00,INST0327,INST0208,9.75,collateral
2022-08-27 00:09:00,INST0384,INST0348,22.11,settlement
2022-08-27 01:08:00,INST0435,INST0312,1.2,repo
2022-08-27 11:24:00,INST0035,INST0121,10.96,collateral
2022-08-27 19:09:00,INST0487,INST0291,13.82,payment
2022-08-27 11:28:00,INST0348,INST0231,3.53,collateral
2022-08-27 04:33:00,INST0391,INST0040,2.14,derivative
2022-08-27 20:17:00,INST0188,INST0204,56.57,collateral
2022-08-27 00:47:00,INST0128,INST0492,50.5,payment
2022-08-27 12:58:00,INST0096,INST0256,11.45,derivative
2022-08-27 08:45:00,INST0288,INST0061,7.01,collateral
2022-08-27 09:44:00,INST0229,INST0110,260.79,derivative
2022-08-27 03:08:00,INST0470,INST0252,94.86,settlement
2022-08-27 05:57:00,INST0437,INST0038,11.81,repo
2022-08-27 21:54:00,INST0366,INST0228,0.16,payment
2022-08-27 22:04:00,INST0164,INST0342,2.28,collateral
2022-08-27 09:54:00,INST0282,INST0278,2.59,collateral
2022-08-27 11:32:00,INST0081,INST0365,11.58,settlement
2022-08-27 04:15:00,INST0115,INST0063,22.74,settlement
2022-08-27 11:35:00,INST0405,INST0253,91.41,payment
2022-08-27 17:08:00,INST0294,INST0189,1.66,repo
2022-08-27 02:19:00,INST0314,INST0453,8.26,payment
2022-08-27 16:26:00,INST0204,INST0368,55.9,repo
2022-08-27 02:08:00,INST0394,INST0210,1.66,derivative
2022-08-27 14:29:00,INST0498,INST0163,12.63,payment
2022-08-27 04:56:00,INST0349,INST0265,2.44,collateral
2022-08-27 20:37:00,INST0425,INST0400,2.85,derivative
2022-08-27 13:32:00,INST0094,INST0394,0.86,settlement
2022-08-27 03:33:00,INST0467,INST0445,12.47,payment
2022-08-27 05:20:00,INST0079,INST0156,0.5,settlement
2022-08-27 11:33:00,INST0479,INST0364,0.79,settlement
2022-08-27 08:12:00,INST0459,INST0146,17.59,payment
2022-08-27 08:08:00,INST0326,INST0490,51.29,derivative
2022-08-27 17:05:00,INST0321,INST0156,3.82,derivative
2022-08-27 18:37:00,INST0258,INST0329,1.28,settlement
2022-08-27 23:57:00,INST0079,INST0088,6.45,derivative
2022-08-27 01:52:00,INST0310,INST0173,33.21,derivative
2022-08-27 01:41:00,INST0443,INST0015,20.17,payment
2022-08-27 20:13:00,INST0395,INST0296,11.07,collateral
2022-08-27 19:40:00,INST0393,INST0293,8.34,repo
2022-08-27 09:41:00,INST0016,INST0255,5.15,derivative
2022-08-27 07:51:00,INST0490,INST0155,24.09,repo
2022-08-27 09:29:00,INST0414,INST0351,1.76,repo
2022-08-27 05:28:00,INST0038,INST0353,4.78,payment
2022-08-27 06:21:00,INST0213,INST0248,62.91,repo
2022-08-27 22:20:00,INST0311,INST0074,11.04,collateral
2022-08-27 12:08:00,INST0376,INST0441,24.68,collateral
2022-08-27 17:06:00,INST0390,INST0190,16.14,derivative
2022-08-27 03:17:00,INST0164,INST0124,0.4,repo
2022-08-27 03:03:00,INST0231,INST0127,1.9,settlement
2022-08-27 19:26:00,INST0149,INST0485,576.86,repo
2022-08-27 10:59:00,INST0128,INST0493,7.22,settlement
2022-08-27 06:48:00,INST0296,INST0370,2.23,collateral
2022-08-27 14:31:00,INST0082,INST0256,17.19,derivative
2022-08-27 00:05:00,INST0451,INST0158,2.25,repo
2022-08-27 14:15:00,INST0484,INST0202,14.95,derivative
2022-08-27 01:03:00,INST0111,INST0299,0.98,collateral
2022-08-27 20:43:00,INST0145,INST0254,0.31,derivative
2022-08-27 00:54:00,INST0241,INST0147,28.74,derivative
2022-08-27 08:46:00,INST0056,INST0221,0.26,settlement
2022-08-27 11:02:00,INST0188,INST0392,2.58,repo
2022-08-27 17:12:00,INST0206,INST0027,5.81,derivative
2022-08-27 02:24:00,INST0186,INST0284,6.14,collateral
2022-08-27 08:52:00,INST0259,INST0231,46.4,derivative
2022-08-27 03:08:00,INST0320,INST0349,2.59,derivative
2022-08-27 11:50:00,INST0500,INST0050,6.44,repo
2022-08-27 04:12:00,INST0174,INST0286,6.45,collateral
2022-08-27 16:02:00,INST0309,INST0261,4.19,repo
2022-08-27 22:21:00,INST0024,INST0020,8.95,settlement
2022-08-27 14:09:00,INST0412,INST0243,4.58,derivative
2022-08-27 04:20:00,INST0311,INST0458,0.23,derivative
2022-08-27 05:25:00,INST0477,INST0314,61.36,collateral
2022-08-27 18:21:00,INST0316,INST0379,3.74,collateral
2022-08-27 17:31:00,INST0260,INST0425,2.64,derivative
2022-08-27 15:52:00,INST0363,INST0289,0.71,collateral
2022-08-27 21:07:00,INST0009,INST0189,1.42,collateral
2022-08-27 23:55:00,INST0214,INST0299,12.93,collateral
2022-08-27 19:30:00,INST0353,INST0323,3.71,payment
2022-08-27 18:14:00,INST0136,INST0496,48.21,derivative
2022-08-27 15:10:00,INST0370,INST0027,0.89,derivative
2022-08-27 12:09:00,INST0269,INST0323,10.78,derivative
2022-08-27 01:36:00,INST0421,INST0349,2.25,settlement
2022-08-27 06:01:00,INST0486,INST0359,9.88,payment
2022-08-27 04:26:00,INST0226,INST0161,66.16,repo
2022-08-27 16:49:00,INST0354,INST0105,16.37,repo
2022-08-27 23:46:00,INST0314,INST0472,8.16,repo
2022-08-27 16:13:00,INST0032,INST0362,4.82,settlement
2022-08-27 16:24:00,INST0288,INST0167,7.47,repo
2022-08-27 14:58:00,INST0161,INST0490,11.2,settlement
2022-08-27 11:43:00,INST0273,INST0176,30.17,derivative
2022-08-27 19:30:00,INST0396,INST0445,2.5,collateral
2022-08-27 08:35:00,INST0099,INST0491,2.08,settlement
2022-08-27 09:45:00,INST0153,INST0116,21.69,collateral
2022-08-27 10:30:00,INST0107,INST0354,3.34,repo
2022-08-27 09:07:00,INST0179,INST0287,1.54,collateral
2022-08-27 12:57:00,INST0294,INST0347,6.41,derivative
2022-08-27 04:18:00,INST0203,INST0420,32.7,collateral
2022-08-27 11:59:00,INST0022,INST0148,2.65,payment
2022-08-27 23:30:00,INST0227,INST0336,13.95,collateral
2022-08-27 08:59:00,INST0110,INST0104,5.81,derivative
2022-08-27 04:06:00,INST0288,INST0357,2.93,collateral
2022-08-27 07:15:00,INST0316,INST0380,3.02,derivative
2022-08-27 07:40:00,INST0026,INST0343,16.68,derivative
2022-08-27 13:21:00,INST0120,INST0027,23.2,payment
2022-08-27 21:49:00,INST0368,INST0242,0.53,payment
2022-08-27 05:26:00,INST0071,INST0003,0.58,derivative
2022-08-27 15:41:00,INST0335,INST0479,36.89,repo
2022-08-27 10:18:00,INST0103,INST0388,3.29,collateral
2022-08-27 20:36:00,INST0331,INST0031,9.44,payment
2022-08-27 05:26:00,INST0119,INST0274,0.76,payment
2022-08-27 01:53:00,INST0452,INST0429,5.17,settlement
2022-08-27 05:59:00,INST0204,INST0404,0.82,repo
2022-08-27 01:00:00,INST0384,INST0493,15.64,collateral
2022-08-27 03:59:00,INST0153,INST0291,33.48,derivative
2022-08-27 20:34:00,INST0172,INST0146,17.28,repo
2022-08-27 16:29:00,INST0269,INST0253,35.65,settlement
2022-08-27 10:10:00,INST0140,INST0099,1.0,payment
2022-08-27 22:11:00,INST0375,INST0235,13.34,collateral
2022-08-27 09:36:00,INST0008,INST0378,2.17,collateral
2022-08-27 05:39:00,INST0346,INST0388,0.31,settlement
2022-08-27 13:32:00,INST0439,INST0328,2.04,repo
2022-08-27 21:06:00,INST0168,INST0045,314.19,repo
2022-08-27 10:59:00,INST0095,INST0072,12.39,repo
2022-08-27 12:15:00,INST0128,INST0004,6.91,collateral
2022-08-27 10:19:00,INST0229,INST0386,71.03,collateral
2022-08-27 00:16:00,INST0299,INST0371,4.42,derivative
2022-08-27 01:42:00,INST0335,INST0185,2.08,settlement
2022-08-27 05:25:00,INST0061,INST0239,5.1,collateral
2022-08-27 22:07:00,INST0352,INST0258,6.74,collateral
2022-08-27 11:39:00,INST0328,INST0470,5.6,collateral
2022-08-27 15:09:00,INST0114,INST0113,3.78,settlement
2022-08-27 11:26:00,INST0233,INST0383,31.36,derivative
2022-08-27 17:51:00,INST0360,INST0282,24.5,repo
2022-08-27 07:43:00,INST0341,INST0423,18.79,settlement
2022-08-27 16:28:00,INST0387,INST0306,33.39,payment
2022-08-27 02:58:00,INST0271,INST0361,8.9,collateral
2022-08-27 17:57:00,INST0289,INST0058,0.59,payment
2022-08-27 17:09:00,INST0259,INST0104,0.29,derivative
2022-08-27 14:07:00,INST0085,INST0168,5.37,derivative
2022-08-27 15:05:00,INST0349,INST0106,3.01,derivative
2022-08-27 01:29:00,INST0461,INST0262,36.59,repo
2022-08-27 14:36:00,INST0068,INST0263,159.98,repo
2022-08-27 21:51:00,INST0030,INST0287,3.04,repo
2022-08-27 12:16:00,INST0158,INST0371,2.91,payment
2022-08-27 18:04:00,INST0419,INST0002,0.49,settlement
2022-08-27 22:04:00,INST0024,INST0217,130.07,collateral
2022-08-27 15:02:00,INST0278,INST0031,4.38,payment
2022-08-27 04:49:00,INST0147,INST0210,8.64,settlement
2022-08-27 11:57:00,INST0329,INST0374,2.11,repo
2022-08-27 12:05:00,INST0196,INST0230,0.65,repo
2022-08-27 04:41:00,INST0350,INST0494,12.22,derivative
2022-08-27 05:34:00,INST0441,INST0179,16.46,payment
2022-08-27 23:14:00,INST0202,INST0271,0.67,settlement
2022-08-27 09:29:00,INST0428,INST0002,8.58,payment
2022-08-27 13:34:00,INST0345,INST0369,0.63,derivative
2022-08-27 07:29:00,INST0195,INST0422,2.98,settlement
2022-08-27 06:59:00,INST0178,INST0080,152.73,collateral
2022-08-27 01:51:00,INST0449,INST0372,6.69,payment
2022-08-27 00:15:00,INST0339,INST0215,17.65,derivative
2022-08-27 19:02:00,INST0106,INST0035,19.48,payment
2022-08-27 07:47:00,INST0229,INST0307,0.39,payment
2022-08-27 07:34:00,INST0023,INST0206,6.83,repo
2022-08-27 04:32:00,INST0112,INST0387,17.15,payment
2022-08-27 10:36:00,INST0149,INST0120,27.39,derivative
2022-08-27 07:19:00,INST0307,INST0396,0.87,collateral
2022-08-27 07:26:00,INST0449,INST0074,19.09,derivative
2022-08-27 17:37:00,INST0154,INST0141,27.29,payment
2022-08-27 20:43:00,INST0451,INST0377,0.4,settlement
2022-08-27 01:22:00,INST0219,INST0285,8.51,repo
2022-08-27 16:20:00,INST0483,INST0330,50.81,repo
2022-08-27 04:19:00,INST0357,INST0214,71.53,repo
2022-08-27 15:15:00,INST0193,INST0095,11.3,derivative
2022-08-27 22:09:00,INST0435,INST0116,14.39,collateral
2022-08-27 17:26:00,INST0413,INST0238,11.7,payment
2022-08-27 16:08:00,INST0496,INST0214,5.02,derivative
2022-08-27 06:21:00,INST0199,INST0125,24.0,collateral
2022-08-27 11:05:00,INST0332,INST0041,20.87,repo
2022-08-27 01:17:00,INST0275,INST0371,33.14,settlement
2022-08-27 19:02:00,INST0194,INST0345,10.4,derivative
2022-08-27 18:46:00,INST0448,INST0038,3.62,settlement
2022-08-27 15:13:00,INST0344,INST0287,57.45,settlement
2022-08-27 09:58:00,INST0446,INST0465,0.6,collateral
2022-08-27 23:07:00,INST0008,INST0109,5.27,settlement
2022-08-27 07:44:00,INST0383,INST0387,0.88,repo
2022-08-27 12:58:00,INST0310,INST0361,4.28,settlement
2022-08-27 09:24:00,INST0123,INST0283,33.85,collateral
2022-08-27 09:16:00,INST0239,INST0274,15.94,collateral
2022-08-27 14:06:00,INST0185,INST0263,18.12,repo
2022-08-27 10:58:00,INST0412,INST0370,41.39,repo
2022-08-27 13:02:00,INST0105,INST0190,2.58,collateral
2022-08-27 23:09:00,INST0289,INST0443,9.55,settlement
2022-08-27 18:37:00,INST0009,INST0134,20.01,derivative
2022-08-27 04:12:00,INST0369,INST0214,8.34,collateral
2022-08-27 18:53:00,INST0169,INST0118,36.53,repo
2022-08-27 20:43:00,INST0126,INST0256,9.21,derivative
2022-08-27 23:41:00,INST0173,INST0132,1.01,repo
2022-08-27 05:46:00,INST0379,INST0252,5.53,repo
2022-08-27 04:46:00,INST0408,INST0181,3.77,settlement
2022-08-27 17:41:00,INST0280,INST0251,1.89,settlement
2022-08-27 01:53:00,INST0491,INST0031,0.2,derivative
2022-08-27 00:26:00,INST0434,INST0039,2.54,payment
2022-08-27 02:45:00,INST0071,INST0432,14.75,settlement
2022-08-27 16:29:00,INST0078,INST0005,111.51,settlement
2022-08-27 20:42:00,INST0192,INST0031,5.67,derivative
2022-08-27 21:31:00,INST0479,INST0316,0.67,repo
2022-08-27 17:26:00,INST0009,INST0004,5.52,derivative
2022-08-27 23:17:00,INST0007,INST0009,0.79,derivative
2022-08-27 16:52:00,INST0275,INST0147,57.1,payment
2022-08-27 05:06:00,INST0358,INST0346,1.28,repo
2022-08-27 04:15:00,INST0471,INST0050,2.58,derivative
2022-08-27 08:52:00,INST0099,INST0318,7.95,derivative
2022-08-27 02:23:00,INST0182,INST0137,4.45,repo
2022-08-27 18:15:00,INST0492,INST0208,69.0,repo
2022-08-27 21:52:00,INST0357,INST0116,19.07,collateral
2022-08-27 02:25:00,INST0435,INST0042,10.73,payment
2022-08-27 15:03:00,INST0195,INST0194,8.01,derivative
2022-08-27 02:31:00,INST0327,INST0005,8.25,settlement
2022-08-27 18:54:00,INST0433,INST0223,1.67,collateral
2022-08-27 01:14:00,INST0499,INST0049,15.8,derivative
2022-08-27 15:17:00,INST0109,INST0462,41.57,derivative
2022-08-27 21:59:00,INST0024,INST0474,1.21,payment
2022-08-27 18:42:00,INST0144,INST0461,20.04,derivative
2022-08-27 00:13:00,INST0017,INST0092,19.8,collateral
2022-08-27 02:19:00,INST0301,INST0074,19.58,repo
2022-08-27 18:53:00,INST0084,INST0289,43.8,settlement
2022-08-27 10:24:00,INST0435,INST0200,0.49,derivative
2022-08-27 22:46:00,INST0387,INST0379,5.44,settlement
2022-08-27 01:06:00,INST0041,INST0257,10.47,collateral
2022-08-27 10:38:00,INST0224,INST0119,26.11,payment
2022-08-27 12:49:00,INST0394,INST0315,39.01,derivative
2022-08-27 14:31:00,INST0168,INST0016,3.6,collateral
2022-08-27 12:27:00,INST0117,INST0183,47.62,derivative
2022-08-27 21:24:00,INST0096,INST0349,7.17,derivative
2022-08-27 09:51:00,INST0044,INST0396,7.36,derivative
2022-08-27 02:17:00,INST0127,INST0366,3.63,payment
2022-08-27 23:24:00,INST0079,INST0195,7.84,settlement
2022-08-27 02:00:00,INST0163,INST0185,7.34,payment
2022-08-27 11:48:00,INST0483,INST0158,1.26,repo
2022-08-27 02:11:00,INST0139,INST0053,6.29,settlement
2022-08-27 17:32:00,INST0221,INST0230,3.47,derivative
2022-08-27 02:22:00,INST0209,INST0053,3.76,payment
2022-08-27 19:50:00,INST0284,INST0048,3.36,derivative
2022-08-27 00:18:00,INST0167,INST0443,3.04,repo
2022-08-27 23:57:00,INST0212,INST0199,5.43,payment
2022-08-27 18:33:00,INST0287,INST0464,3.08,settlement
2022-08-27 05:08:00,INST0087,INST0351,1.73,repo
2022-08-27 15:09:00,INST0138,INST0155,7.45,collateral
2022-08-27 08:26:00,INST0033,INST0086,6.16,repo
2022-08-27 11:16:00,INST0154,INST0248,2.86,payment
2022-08-27 19:39:00,INST0484,INST0127,83.04,repo
2022-08-27 04:19:00,INST0101,INST0235,3.94,payment
2022-08-27 10:53:00,INST0004,INST0486,27.12,repo
2022-08-27 14:21:00,INST0318,INST0195,4.04,collateral
2022-08-27 04:19:00,INST0221,INST0418,16.73,derivative
2022-08-27 15:20:00,INST0165,INST0309,4.67,settlement
2022-08-27 10:18:00,INST0091,INST0494,7.23,repo
2022-08-27 18:50:00,INST0377,INST0356,7.41,repo
2022-08-27 08:52:00,INST0125,INST0167,6.26,repo
2022-08-27 03:59:00,INST0403,INST0202,149.42,collateral
2022-08-27 17:11:00,INST0289,INST0103,88.86,derivative
2022-08-27 00:46:00,INST0350,INST0394,0.63,derivative
2022-08-27 14:51:00,INST0237,INST0483,52.88,settlement
2022-08-27 13:43:00,INST0150,INST0426,5.23,payment
2022-08-27 07:16:00,INST0256,INST0072,5.36,collateral
2022-08-27 12:04:00,INST0338,INST0079,2.49,repo
2022-08-27 18:25:00,INST0230,INST0307,3.05,repo
2022-08-27 17:02:00,INST0274,INST0260,11.93,repo
2022-08-27 22:57:00,INST0405,INST0496,8.44,collateral
2022-08-27 20:58:00,INST0416,INST0275,3.7,derivative
2022-08-27 21:42:00,INST0044,INST0056,3.33,settlement
2022-08-27 01:36:00,INST0182,INST0086,40.45,derivative
2022-08-27 10:50:00,INST0331,INST0347,7.54,repo
2022-08-27 03:16:00,INST0221,INST0055,3.13,payment
2022-08-27 17:37:00,INST0114,INST0262,27.25,derivative
2022-08-27 14:23:00,INST0353,INST0295,3.42,settlement
2022-08-27 22:32:00,INST0201,INST0238,5.09,derivative
2022-08-27 15:06:00,INST0078,INST0177,2.08,payment
2022-08-27 03:53:00,INST0152,INST0213,6.43,payment
2022-08-27 11:19:00,INST0482,INST0374,155.24,settlement
2022-08-27 16:30:00,INST0176,INST0234,14.9,settlement
2022-08-27 14:46:00,INST0179,INST0244,6.14,payment
2022-08-27 02:19:00,INST0357,INST0232,1.06,collateral
2022-08-27 00:54:00,INST0023,INST0415,2.0,payment
2022-08-27 21:51:00,INST0176,INST0332,12.75,payment
2022-08-27 16:11:00,INST0085,INST0477,5.75,settlement
2022-08-27 17:27:00,INST0283,INST0082,17.54,collateral
2022-08-27 12:40:00,INST0491,INST0237,33.76,settlement
2022-08-27 12:01:00,INST0095,INST0096,0.41,repo
2022-08-27 14:37:00,INST0378,INST0315,2.47,settlement
2022-08-27 22:13:00,INST0220,INST0200,9.12,payment
2022-08-27 18:06:00,INST0106,INST0143,6.6,payment
2022-08-27 05:23:00,INST0410,INST0447,5.8,derivative
2022-08-27 03:16:00,INST0167,INST0101,26.88,repo
2022-08-27 16:40:00,INST0344,INST0442,3.45,repo
2022-08-27 19:25:00,INST0161,INST0306,59.44,repo
2022-08-27 11:54:00,INST0301,INST0059,9.62,collateral
2022-08-27 21:45:00,INST0235,INST0317,0.35,settlement
2022-08-27 18:05:00,INST0410,INST0153,61.65,derivative
2022-08-27 03:15:00,INST0345,INST0069,6.11,collateral
2022-08-27 11:44:00,INST0157,INST0060,1.36,settlement
2022-08-27 13:38:00,INST0073,INST0262,0.47,repo
2022-08-27 13:11:00,INST0071,INST0295,1.72,repo
2022-08-27 22:58:00,INST0250,INST0326,12.55,derivative
2022-08-27 17:10:00,INST0331,INST0477,2.05,settlement
2022-08-27 05:20:00,INST0251,INST0148,32.58,settlement
2022-08-27 01:55:00,INST0432,INST0231,2.52,derivative
2022-08-27 15:08:00,INST0184,INST0488,58.34,payment
2022-08-27 17:32:00,INST0100,INST0418,54.29,repo
2022-08-27 21:31:00,INST0335,INST0254,30.6,repo
2022-08-27 15:10:00,INST0213,INST0364,18.61,repo
2022-08-27 07:18:00,INST0043,INST0290,5.14,payment
2022-08-27 17:18:00,INST0017,INST0141,15.27,settlement
2022-08-27 18:47:00,INST0087,INST0400,5.7,repo
2022-08-27 17:32:00,INST0396,INST0393,8.37,repo
2022-08-27 08:49:00,INST0058,INST0294,11.01,payment
2022-08-27 17:52:00,INST0279,INST0422,3.09,collateral
2022-08-27 17:13:00,INST0388,INST0022,9.58,repo
2022-08-27 09:55:00,INST0218,INST0053,8.54,settlement
2022-08-27 11:55:00,INST0017,INST0231,36.21,collateral
2022-08-27 03:49:00,INST0419,INST0045,37.65,repo
2022-08-27 23:37:00,INST0416,INST0122,6.93,settlement
2022-08-27 20:27:00,INST0353,INST0180,83.56,derivative
2022-08-27 06:52:00,INST0085,INST0316,21.66,settlement
2022-08-27 18:22:00,INST0106,INST0413,4.02,payment
2022-08-27 17:10:00,INST0273,INST0144,2.76,derivative
2022-08-27 09:36:00,INST0166,INST0361,7.38,collateral
2022-08-27 21:52:00,INST0137,INST0488,41.1,derivative
2022-08-27 01:17:00,INST0049,INST0070,0.9,repo
2022-08-27 22:55:00,INST0444,INST0336,5.34,settlement
2022-08-27 22:20:00,INST0068,INST0128,4.68,settlement
2022-08-27 15:09:00,INST0425,INST0127,18.93,repo
2022-08-27 20:26:00,INST0296,INST0324,11.76,collateral
2022-08-27 20:50:00,INST0193,INST0232,0.86,payment
2022-08-27 12:32:00,INST0451,INST0394,40.82,payment
2022-08-27 14:31:00,INST0384,INST0143,16.1,collateral
2022-08-27 23:05:00,INST0168,INST0298,1.4,payment
2022-08-27 20:42:00,INST0375,INST0498,10.21,repo
2022-08-27 17:25:00,INST0358,INST0184,40.28,payment
2017-02-24 15:17:00,INST0496,INST0220,6.83,settlement
2017-02-24 10:35:00,INST0166,INST0425,2.31,collateral
2017-02-24 15:50:00,INST0296,INST0067,2.71,derivative
2017-02-24 01:06:00,INST0176,INST0458,14.32,payment
2017-02-24 00:07:00,INST0321,INST0402,11.33,repo
2017-02-24 14:29:00,INST0476,INST0440,20.63,settlement
2017-02-24 06:44:00,INST0001,INST0491,1.36,repo
2017-02-24 05:55:00,INST0466,INST0068,3.06,collateral
2017-02-24 02:41:00,INST0478,INST0449,3.8,collateral
2017-02-24 11:42:00,INST0185,INST0129,2.53,payment
2017-02-24 01:25:00,INST0463,INST0333,1.97,settlement
2017-02-24 13:41:00,INST0321,INST0157,2.5,settlement
2017-02-24 00:13:00,INST0047,INST0361,1.39,payment
2017-02-24 18:14:00,INST0245,INST0040,1.43,settlement
2017-02-24 00:00:00,INST0266,INST0349,14.28,repo
2017-02-24 13:44:00,INST0357,INST0176,13.99,payment
2017-02-24 07:24:00,INST0068,INST0245,19.81,payment
2017-02-24 03:20:00,INST0046,INST0375,38.13,payment
2017-02-24 04:24:00,INST0189,INST0452,81.6,collateral
2017-02-24 20:43:00,INST0397,INST0417,12.33,settlement
2017-02-24 18:00:00,INST0074,INST0036,5.06,derivative
2017-02-24 14:22:00,INST0313,INST0333,30.66,settlement
2017-02-24 13:39:00,INST0370,INST0110,7.63,settlement
2017-02-24 02:57:00,INST0352,INST0227,48.68,settlement
2017-02-24 18:46:00,INST0052,INST0072,0.98,payment
2017-02-24 10:50:00,INST0197,INST0180,3.66,repo
2017-02-24 20:05:00,INST0072,INST0127,8.62,collateral
2017-02-24 19:46:00,INST0128,INST0284,2.34,derivative
2017-02-24 21:56:00,INST0312,INST0146,0.89,payment
2017-02-24 19:32:00,INST0155,INST0106,32.08,derivative
2017-02-24 09:41:00,INST0097,INST0383,7.75,repo
2017-02-24 15:24:00,INST0028,INST0402,0.44,settlement
2017-02-24 20:38:00,INST0058,INST0124,39.42,repo
2017-02-24 11:59:00,INST0037,INST0271,3.88,payment
2017-02-24 18:26:00,INST0163,INST0068,0.32,repo
2017-02-24 15:49:00,INST0188,INST0280,45.47,settlement
